"t_stamp","boucherville/deck shop/line 51/standard/status"
"2024-03-24 00:12:47.518","2.0"
"2024-03-24 00:14:47.518","2.0"
"2024-03-24 00:16:47.518","2.0"
"2024-03-24 00:18:47.518","2.0"
"2024-03-24 00:20:47.518","2.0"
"2024-03-24 00:22:47.518","2.0"
"2024-03-24 00:24:47.518","2.0"
"2024-03-24 00:26:47.518","2.0"
"2024-03-24 00:28:47.518","2.0"
"2024-03-24 00:30:47.518","2.0"
"2024-03-24 00:32:47.518","2.0"
"2024-03-24 00:34:47.518","2.0"
"2024-03-24 00:36:47.518","2.0"
"2024-03-24 00:38:47.518","2.0"
"2024-03-24 00:40:47.518","2.0"
"2024-03-24 00:42:47.518","2.0"
"2024-03-24 00:44:47.518","2.0"
"2024-03-24 00:46:47.518","2.0"
"2024-03-24 00:48:47.518","2.0"
"2024-03-24 00:50:47.518","2.0"
"2024-03-24 00:52:47.518","2.0"
"2024-03-24 00:54:47.518","2.0"
"2024-03-24 00:56:47.518","2.0"
"2024-03-24 00:58:47.518","2.0"
"2024-03-24 01:00:47.518","2.0"
"2024-03-24 01:02:47.518","2.0"
"2024-03-24 01:04:47.518","2.0"
"2024-03-24 01:06:47.518","2.0"
"2024-03-24 01:08:47.518","2.0"
"2024-03-24 01:10:47.518","2.0"
"2024-03-24 01:12:47.518","2.0"
"2024-03-24 01:14:47.518","2.0"
"2024-03-24 01:16:47.518","2.0"
"2024-03-24 01:18:47.518","2.0"
"2024-03-24 01:20:47.518","2.0"
"2024-03-24 01:22:47.518","2.0"
"2024-03-24 01:24:47.518","2.0"
"2024-03-24 01:26:47.518","2.0"
"2024-03-24 01:28:47.518","2.0"
"2024-03-24 01:30:47.518","2.0"
"2024-03-24 01:32:47.518","2.0"
"2024-03-24 01:34:47.518","2.0"
"2024-03-24 01:36:47.518","2.0"
"2024-03-24 01:38:47.518","2.0"
"2024-03-24 01:40:47.518","2.0"
"2024-03-24 01:42:47.518","2.0"
"2024-03-24 01:44:47.518","2.0"
"2024-03-24 01:46:47.518","2.0"
"2024-03-24 01:48:47.518","2.0"
"2024-03-24 01:50:47.518","2.0"
"2024-03-24 01:52:47.518","2.0"
"2024-03-24 01:54:47.518","2.0"
"2024-03-24 01:56:47.518","2.0"
"2024-03-24 01:58:47.518","2.0"
"2024-03-24 02:00:47.518","2.0"
"2024-03-24 02:02:47.518","2.0"
"2024-03-24 02:04:47.518","2.0"
"2024-03-24 02:06:47.518","2.0"
"2024-03-24 02:08:47.518","2.0"
"2024-03-24 02:10:47.518","2.0"
"2024-03-24 02:12:47.518","2.0"
"2024-03-24 02:14:47.518","2.0"
"2024-03-24 02:16:47.518","2.0"
"2024-03-24 02:18:47.518","2.0"
"2024-03-24 02:20:47.518","2.0"
"2024-03-24 02:22:47.518","2.0"
"2024-03-24 02:24:47.518","2.0"
"2024-03-24 02:26:47.518","2.0"
"2024-03-24 02:28:47.518","2.0"
"2024-03-24 02:30:47.518","2.0"
"2024-03-24 02:32:47.518","2.0"
"2024-03-24 02:34:47.518","2.0"
"2024-03-24 02:36:47.518","2.0"
"2024-03-24 02:38:47.518","2.0"
"2024-03-24 02:40:47.518","2.0"
"2024-03-24 02:42:47.518","2.0"
"2024-03-24 02:44:47.518","2.0"
"2024-03-24 02:46:47.518","2.0"
"2024-03-24 02:48:47.518","2.0"
"2024-03-24 02:50:47.518","2.0"
"2024-03-24 02:52:47.518","2.0"
"2024-03-24 02:54:47.518","2.0"
"2024-03-24 02:56:47.518","2.0"
"2024-03-24 02:58:47.518","2.0"
"2024-03-24 03:00:47.518","2.0"
"2024-03-24 03:02:47.518","2.0"
"2024-03-24 03:04:47.518","2.0"
"2024-03-24 03:06:47.518","2.0"
"2024-03-24 03:08:47.518","2.0"
"2024-03-24 03:10:47.518","2.0"
"2024-03-24 03:12:47.518","2.0"
"2024-03-24 03:14:47.518","2.0"
"2024-03-24 03:16:47.518","2.0"
"2024-03-24 03:18:47.518","2.0"
"2024-03-24 03:20:47.518","2.0"
"2024-03-24 03:22:47.518","2.0"
"2024-03-24 03:24:47.518","2.0"
"2024-03-24 03:26:47.518","2.0"
"2024-03-24 03:28:47.518","2.0"
"2024-03-24 03:30:47.518","2.0"
"2024-03-24 03:32:47.518","2.0"
"2024-03-24 03:34:47.518","2.0"
"2024-03-24 03:36:47.518","2.0"
"2024-03-24 03:38:47.518","2.0"
"2024-03-24 03:40:47.518","2.0"
"2024-03-24 03:42:47.518","2.0"
"2024-03-24 03:44:47.518","2.0"
"2024-03-24 03:46:47.518","2.0"
"2024-03-24 03:48:47.518","2.0"
"2024-03-24 03:50:47.518","2.0"
"2024-03-24 03:52:47.518","2.0"
"2024-03-24 03:54:47.518","2.0"
"2024-03-24 03:56:47.518","2.0"
"2024-03-24 03:58:47.518","2.0"
"2024-03-24 04:00:47.518","2.0"
"2024-03-24 04:02:47.518","2.0"
"2024-03-24 04:04:47.518","2.0"
"2024-03-24 04:06:47.518","2.0"
"2024-03-24 04:08:47.518","2.0"
"2024-03-24 04:10:47.518","2.0"
"2024-03-24 04:12:47.518","2.0"
"2024-03-24 04:14:47.518","2.0"
"2024-03-24 04:16:47.518","2.0"
"2024-03-24 04:18:47.518","2.0"
"2024-03-24 04:20:47.518","2.0"
"2024-03-24 04:22:47.518","2.0"
"2024-03-24 04:24:47.518","2.0"
"2024-03-24 04:26:47.518","2.0"
"2024-03-24 04:28:47.518","2.0"
"2024-03-24 04:30:47.518","2.0"
"2024-03-24 04:32:47.518","2.0"
"2024-03-24 04:34:47.518","2.0"
"2024-03-24 04:36:47.518","2.0"
"2024-03-24 04:38:47.518","2.0"
"2024-03-24 04:40:47.518","2.0"
"2024-03-24 04:42:47.518","2.0"
"2024-03-24 04:44:47.518","2.0"
"2024-03-24 04:46:47.518","2.0"
"2024-03-24 04:48:47.518","2.0"
"2024-03-24 04:50:47.518","2.0"
"2024-03-24 04:52:47.518","2.0"
"2024-03-24 04:54:47.518","2.0"
"2024-03-24 04:56:47.518","2.0"
"2024-03-24 04:58:47.518","2.0"
"2024-03-24 05:00:47.518","2.0"
"2024-03-24 05:02:47.518","2.0"
"2024-03-24 05:04:47.518","2.0"
"2024-03-24 05:06:47.518","2.0"
"2024-03-24 05:08:47.518","2.0"
"2024-03-24 05:10:47.518","2.0"
"2024-03-24 05:12:47.518","2.0"
"2024-03-24 05:14:47.518","2.0"
"2024-03-24 05:16:47.518","2.0"
"2024-03-24 05:18:47.518","2.0"
"2024-03-24 05:20:47.518","2.0"
"2024-03-24 05:22:47.518","2.0"
"2024-03-24 05:24:47.518","2.0"
"2024-03-24 05:26:47.518","2.0"
"2024-03-24 05:28:47.518","2.0"
"2024-03-24 05:30:47.518","2.0"
"2024-03-24 05:32:47.518","2.0"
"2024-03-24 05:34:47.518","2.0"
"2024-03-24 05:36:47.518","2.0"
"2024-03-24 05:38:47.518","2.0"
"2024-03-24 05:40:47.518","2.0"
"2024-03-24 05:42:47.518","2.0"
"2024-03-24 05:44:47.518","2.0"
"2024-03-24 05:46:47.518","2.0"
"2024-03-24 05:48:47.518","2.0"
"2024-03-24 05:50:47.518","2.0"
"2024-03-24 05:52:47.518","2.0"
"2024-03-24 05:54:47.518","2.0"
"2024-03-24 05:56:47.518","2.0"
"2024-03-24 05:58:47.518","2.0"
"2024-03-24 06:00:47.518","2.0"
"2024-03-24 06:02:47.518","2.0"
"2024-03-24 06:04:47.518","2.0"
"2024-03-24 06:06:47.518","2.0"
"2024-03-24 06:08:47.518","2.0"
"2024-03-24 06:10:47.518","2.0"
"2024-03-24 06:12:47.518","2.0"
"2024-03-24 06:14:47.518","2.0"
"2024-03-24 06:16:47.518","2.0"
"2024-03-24 06:18:47.518","2.0"
"2024-03-24 06:20:47.518","2.0"
"2024-03-24 06:22:47.518","2.0"
"2024-03-24 06:24:47.518","2.0"
"2024-03-24 06:26:47.518","2.0"
"2024-03-24 06:28:47.518","2.0"
"2024-03-24 06:30:47.518","2.0"
"2024-03-24 06:32:47.518","2.0"
"2024-03-24 06:34:47.518","2.0"
"2024-03-24 06:36:47.518","2.0"
"2024-03-24 06:38:47.518","0.0"
"2024-03-24 06:40:47.518","0.0"
"2024-03-24 06:42:47.518","0.0"
"2024-03-24 06:44:47.518","0.0"
"2024-03-24 06:46:47.518","0.0"
"2024-03-24 06:48:47.518","0.0"
"2024-03-24 06:50:47.518","0.0"
"2024-03-24 06:52:47.518","0.0"
"2024-03-24 06:54:47.518","0.0"
"2024-03-24 06:56:47.518","0.0"
"2024-03-24 06:58:47.518","0.0"
"2024-03-24 07:00:47.518","0.0"
"2024-03-24 07:02:47.518","0.0"
"2024-03-24 07:04:47.518","0.0"
